1603283093;;
1;;
60;14:24:53;
71,5;14:24:54;
65;14:24:55;
75;14:24:56;
77,8;14:24:57;
76,5;14:24:58;
75,43;14:24:59;
74,5;14:25:00;
73,67;14:25:01;
73,1;14:25:02;
72,64;14:25:03;
72,17;14:25:04;
71,62;14:25:05;
71,07;14:25:06;
70,53;14:25:07;
70,12;14:25:08;
69,82;14:25:09;
69,56;14:25:10;
69,26;14:25:11;
69;14:25:12;
68,81;14:25:13;
68,68;14:25:14;
68,57;14:25:15;
68,42;14:25:16;
68,24;14:25:17;
68,04;14:25:18;
67,89;14:25:19;
67,75;14:25:20;
67,66;14:25:21;
67,6;14:25:22;
67,52;14:25:23;
67,44;14:25:24;
67,33;14:25:25;
67,24;14:25:26;
67,17;14:25:27;
67,14;14:25:28;
67,11;14:25:29;
67,05;14:25:30;
66,97;14:25:31;
66,88;14:25:32;
66,76;14:25:33;
66,64;14:25:34;
66,56;14:25:35;
66,5;14:25:36;
66,44;14:25:37;
66,39;14:25:38;
66,36;14:25:39;
66,35;14:25:40;
66,37;14:25:41;
66,38;14:25:42;
66,39;14:25:43;
66,38;14:25:44;
66,4;14:25:45;
66,43;14:25:46;
66,47;14:25:47;
66,5;14:25:48;
66,51;14:25:49;
66,5;14:25:50;
66,47;14:25:51;
66,47;14:25:52;
66,57;14:25:53;
66,28;14:25:54;
66,5;14:25:55;
65,82;14:25:56;
65,38;14:25:57;
65,28;14:25:58;
65,2;14:25:59;
65,13;14:26:00;
65,08;14:26:01;
64,98;14:26:02;
64,88;14:26:03;
64,78;14:26:04;
64,72;14:26:05;
64,67;14:26:06;
64,65;14:26:07;
64,6;14:26:08;
64,53;14:26:09;
64,47;14:26:10;
64,42;14:26:11;
64,35;14:26:12;
64,27;14:26:13;
64,17;14:26:14;
64,07;14:26:15;
63,98;14:26:16;
63,92;14:26:17;
63,87;14:26:18;
63,8;14:26:19;
63,73;14:26:20;
63,67;14:26:21;
63,57;14:26:22;
63,48;14:26:23;
63,42;14:26:24;
63,4;14:26:25;
63,4;14:26:26;
63,38;14:26:27;
63,33;14:26:28;
63,28;14:26:29;
63,25;14:26:30;
63,27;14:26:31;
63,3;14:26:32;
63,37;14:26:33;
63,4;14:26:34;
63,4;14:26:35;
63,38;14:26:36;
63,38;14:26:37;
63,4;14:26:38;
63,42;14:26:39;
63,4;14:26:40;
63,35;14:26:41;
63,3;14:26:42;
63,23;14:26:43;
63,23;14:26:44;
63,22;14:26:45;
63,18;14:26:46;
63,12;14:26:47;
63,05;14:26:48;
63,02;14:26:49;
63;14:26:50;
63,02;14:26:51;
63;14:26:52;
62,95;14:26:53;
62,9;14:26:54;
62,83;14:26:55;
62,78;14:26:56;
62,75;14:26:57;
62,68;14:26:58;
62,62;14:26:59;
62,55;14:27:00;
62,53;14:27:01;
62,57;14:27:02;
62,62;14:27:03;
62,7;14:27:04;
62,8;14:27:05;
62,92;14:27:06;
63,07;14:27:07;
63,25;14:27:08;
63,45;14:27:09;
63,67;14:27:10;
63,92;14:27:11;
64,23;14:27:12;
64,58;14:27:13;
64,95;14:27:14;
65,33;14:27:15;
65,73;14:27:16;
66,17;14:27:17;
66,62;14:27:18;
67,08;14:27:19;
67,58;14:27:20;
68,05;14:27:21;
68,53;14:27:22;
69,02;14:27:23;
69,45;14:27:24;
69,82;14:27:25;
70,17;14:27:26;
70,5;14:27:27;
70,85;14:27:28;
71,22;14:27:29;
71,58;14:27:30;
71,95;14:27:31;
72,3;14:27:32;
72,6;14:27:33;
72,93;14:27:34;
73,28;14:27:35;
73,63;14:27:36;
73,93;14:27:37;
74,08;14:27:38;
74,23;14:27:39;
74,4;14:27:40;
74,6;14:27:41;
74,77;14:27:42;
74,92;14:27:43;
74,97;14:27:44;
74,98;14:27:45;
75;14:27:46;
75,05;14:27:47;
75,13;14:27:48;
75,2;14:27:49;
75,22;14:27:50;
75,18;14:27:51;
75,17;14:27:52;
75,17;14:27:53;
75,17;14:27:54;
75,2;14:27:55;
75,22;14:27:56;
75,22;14:27:57;0
75,22;14:27:58;1
75,22;14:27:59;2
75,23;14:28:00;3
75,22;14:28:01;4
75,18;14:28:02;5
75,13;14:28:03;6
75,07;14:28:04;7
74,98;14:28:05;8
74,88;14:28:06;9
74,75;14:28:07;10
74,6;14:28:08;11
74,43;14:28:09;12
74,23;14:28:10;13
74;14:28:11;14
73,72;14:28:12;15
73,4;14:28:13;16
73,07;14:28:14;17
72,73;14:28:15;18
72,37;14:28:16;19
71,97;14:28:17;20
71,55;14:28:18;21
71,12;14:28:19;22
70,65;14:28:20;23
70,2;14:28:21;24
69,75;14:28:22;25
69,3;14:28:23;26
68,9;14:28:24;27
68,53;14:28:25;28
68,17;14:28:26;29
67,82;14:28:27;30
67,47;14:28:28;31
67,1;14:28:29;32
66,73;14:28:30;33
66,33;14:28:31;34
65,95;14:28:32;35
65,62;14:28:33;36
65,3;14:28:34;37
64,98;14:28:35;38
64,68;14:28:36;39
64,4;14:28:37;40
64,25;14:28:38;41
64,08;14:28:39;42
63,92;14:28:40;43
63,72;14:28:41;44
63,55;14:28:42;45
63,4;14:28:43;46
63,28;14:28:44;47
63,2;14:28:45;48
63,12;14:28:46;49
63,03;14:28:47;50
62,93;14:28:48;51
62,85;14:28:49;52
62,82;14:28:50;53
62,82;14:28:51;54
62,8;14:28:52;55
62,8;14:28:53;56
62,8;14:28:54;57
62,8;14:28:55;58
62,82;14:28:56;59
62,83;14:28:57;60
62,85;14:28:58;61
62,87;14:28:59;62
62,85;14:29:00;63
62,82;14:29:01;64
62,78;14:29:02;65
62,75;14:29:03;66
62,72;14:29:04;67
62,72;14:29:05;68
62,73;14:29:06;69
62,75;14:29:07;70
62,77;14:29:08;71
62,77;14:29:09;72
62,77;14:29:10;73
62,77;14:29:11;74
62,78;14:29:12;75
62,8;14:29:13;76
62,82;14:29:14;77
62,82;14:29:15;78
62,88;14:29:16;79
62,95;14:29:17;80
63,03;14:29:18;81
63,13;14:29:19;82
63,25;14:29:20;83
63,38;14:29:21;84
63,53;14:29:22;85
63,7;14:29:23;86
63,83;14:29:24;87
63,93;14:29:25;88
64,02;14:29:26;89
64,08;14:29:27;90
64,13;14:29:28;91
64,18;14:29:29;92
64,2;14:29:30;93
64,2;14:29:31;94
64,18;14:29:32;95
64,15;14:29:33;96
64,12;14:29:34;97
64,1;14:29:35;98
64,07;14:29:36;99
64,03;14:29:37;100
63,98;14:29:38;101
63,95;14:29:39;102
63,95;14:29:40;103
63,98;14:29:41;104
64,02;14:29:42;105
64,05;14:29:43;106
64,08;14:29:44;107
64,1;14:29:45;108
64,13;14:29:46;109
64,2;14:29:47;110
64,3;14:29:48;111
64,42;14:29:49;112
64,52;14:29:50;113
64,6;14:29:51;114
64,68;14:29:52;115
64,77;14:29:53;116
64,85;14:29:54;117
64,97;14:29:55;118
65,08;14:29:56;119
65,2;14:29:57;120
65,3;14:29:58;121
65,38;14:29:59;122
65,47;14:30:00;123
65,58;14:30:01;124
65,73;14:30:02;125
65,92;14:30:03;126
66,08;14:30:04;127
66,2;14:30:05;128
66,28;14:30:06;129
66,37;14:30:07;130
66,45;14:30:08;131
66,55;14:30:09;132
66,65;14:30:10;133
66,73;14:30:11;134
66,8;14:30:12;135
66,85;14:30:13;136
66,9;14:30:14;137
66,93;14:30:15;138
66,9;14:30:16;139
66,88;14:30:17;140
66,87;14:30:18;141
66,85;14:30:19;142
66,82;14:30:20;143
66,75;14:30:21;144
66,67;14:30:22;145
66,55;14:30:23;146
66,48;14:30:24;147
66,45;14:30:25;148
66,43;14:30:26;149
66,4;14:30:27;150
66,35;14:30:28;151
66,3;14:30:29;152
66,3;14:30:30;153
66,35;14:30:31;154
66,42;14:30:32;155
66,47;14:30:33;156
66,48;14:30:34;157
66,47;14:30:35;158
66,45;14:30:36;159
66,47;14:30:37;160
66,55;14:30:38;161
66,6;14:30:39;162
66,62;14:30:40;163
66,6;14:30:41;164
66,57;14:30:42;165
66,55;14:30:43;166
66,58;14:30:44;167
66,65;14:30:45;168
66,72;14:30:46;169
66,72;14:30:47;170
66,68;14:30:48;171
66,6;14:30:49;172
66,55;14:30:50;173
66,58;14:30:51;174
66,68;14:30:52;175
66,78;14:30:53;176
66,87;14:30:54;177
66,88;14:30:55;178
66,9;14:30:56;179
66,95;14:30:57;180
67,08;14:30:58;181
67,23;14:30:59;182
67,35;14:31:00;183
67,4;14:31:01;184
67,38;14:31:02;185
67,32;14:31:03;186
67,28;14:31:04;187
67,3;14:31:05;188
67,35;14:31:06;189
67,4;14:31:07;190
67,43;14:31:08;191
67,45;14:31:09;192
67,47;14:31:10;193
67,48;14:31:11;194
67,52;14:31:12;195
67,48;14:31:13;196
67,5;14:31:14;197
67,52;14:31:15;198
67,55;14:31:16;199
67,58;14:31:17;200
67,6;14:31:18;201
67,6;14:31:19;202
67,62;14:31:20;203
67,65;14:31:21;204
67,58;14:31:22;205
67,53;14:31:23;206
67,47;14:31:24;207
67,43;14:31:25;208
67,43;14:31:26;209
67,48;14:31:27;210
67,55;14:31:28;211
67,6;14:31:29;212
67,65;14:31:30;213
67,68;14:31:31;214
67,73;14:31:32;215
67,8;14:31:33;216
67,87;14:31:34;217
67,93;14:31:35;218
67,98;14:31:36;219
68,02;14:31:37;220
68;14:31:38;221
67,98;14:31:39;222
67,95;14:31:40;223
67,92;14:31:41;224
67,9;14:31:42;225
67,88;14:31:43;226
67,83;14:31:44;227
67,75;14:31:45;228
67,65;14:31:46;229
67,57;14:31:47;230
67,52;14:31:48;231
67,52;14:31:49;232
67,53;14:31:50;233
67,5;14:31:51;234
67,42;14:31:52;235
67,33;14:31:53;236
67,28;14:31:54;237
67,3;14:31:55;238
67,35;14:31:56;239
67,38;14:31:57;240
67,33;14:31:58;241
67,25;14:31:59;242
67,22;14:32:00;243
67,2;14:32:01;244
67,2;14:32:02;245
67,22;14:32:03;246
67,22;14:32:04;247
67,17;14:32:05;248
67,08;14:32:06;249
66,98;14:32:07;250
66,88;14:32:08;251
66,78;14:32:09;252
66,7;14:32:10;253
66,62;14:32:11;254
66,5;14:32:12;255
